"#","Market","Type","Rate","Amount","Total","Timestamp"
"8662709","USNBT/BTC","Sell","0.00050336","0.30990432","0.000156","20/05/2017 2:00:00 AM"
"8662381","USNBT/BTC","Sell","0.00050280","0.07248295","0.000036","20/05/2017 1:54:00 AM"
"8662230","USNBT/BTC","Sell","0.00050280","0.10081858","0.000051","20/05/2017 1:50:00 AM"
"8662226","USNBT/BTC","Sell","0.00050288","0.09802921","0.000049","20/05/2017 1:50:00 AM"
"8662225","USNBT/BTC","Sell","0.00050335","0.06905991","0.000035","20/05/2017 1:50:00 AM"
"8655148","USNBT/BTC","Sell","0.00050467","0.07023320","0.000035","19/05/2017 11:26:00 PM"
"8654686","USNBT/BTC","Sell","0.00050767","0.18417720","0.000094","19/05/2017 11:16:00 PM"
"8654320","USNBT/BTC","Sell","0.00050927","0.34706462","0.000177","19/05/2017 11:08:00 PM"
"8653671","USNBT/BTC","Sell","0.00051160","0.30962925","0.000158","19/05/2017 10:56:00 PM"
"8638710","USNBT/BTC","Sell","0.00051646","3.49693507","0.001806","19/05/2017 6:10:00 PM"
"8631361","USNBT/BTC","Buy","0.00051256","0.19067951","0.000098","19/05/2017 3:53:00 PM"
"8627525","USNBT/BTC","Sell","0.00051206","0.23124042","0.000118","19/05/2017 2:46:00 PM"
"8626396","USNBT/BTC","Sell","0.00051163","0.22044741","0.000113","19/05/2017 2:25:00 PM"
"8623192","USNBT/BTC","Buy","0.00051300","0.26699834","0.000137","19/05/2017 1:30:00 PM"
"8616823","USNBT/BTC","Sell","0.00051482","0.21323958","0.000110","19/05/2017 11:40:00 AM"
"8616822","USNBT/BTC","Sell","0.00051483","0.21323544","0.000110","19/05/2017 11:40:00 AM"
"8610877","USNBT/BTC","Sell","0.00051725","0.97000000","0.000502","19/05/2017 9:41:00 AM"
"8606529","USNBT/BTC","Sell","0.00052009","0.08601651","0.000045","19/05/2017 8:14:00 AM"
"8605917","USNBT/BTC","Sell","0.00051952","0.45521827","0.000236","19/05/2017 8:03:00 AM"
"8605815","USNBT/BTC","Sell","0.00052007","0.47007454","0.000244","19/05/2017 8:01:00 AM"
"8605814","USNBT/BTC","Sell","0.00052008","0.07439310","0.000039","19/05/2017 8:01:00 AM"
"8599986","USNBT/BTC","Buy","0.00052411","0.23931240","0.000125","19/05/2017 6:06:00 AM"
"8599720","USNBT/BTC","Buy","0.00052400","0.23391280","0.000123","19/05/2017 6:01:00 AM"
"8588717","USNBT/BTC","Sell","0.00051994","0.72362461","0.000376","19/05/2017 2:21:00 AM"
"8588716","USNBT/BTC","Sell","0.00051994","0.19515835","0.000101","19/05/2017 2:21:00 AM"
"8587322","USNBT/BTC","Sell","0.00051957","0.11078340","0.000058","19/05/2017 1:54:00 AM"
"8587312","USNBT/BTC","Sell","0.00051957","0.09499939","0.000049","19/05/2017 1:54:00 AM"
"8587156","USNBT/BTC","Buy","0.00052147","2894.83750000","1.509571","19/05/2017 1:50:00 AM"
"8560152","USNBT/BTC","Buy","0.00053114","4000.00000000","2.124560","18/05/2017 5:45:00 PM"
"8560073","USNBT/BTC","Sell","0.00053326","0.30983095","0.000165","18/05/2017 5:43:00 PM"
"8558659","USNBT/BTC","Sell","0.00053181","0.38366551","0.000204","18/05/2017 5:20:00 PM"
"8555391","USNBT/BTC","Sell","0.00053031","0.11506515","0.000061","18/05/2017 4:20:00 PM"
"8555382","USNBT/BTC","Sell","0.00053337","0.40467741","0.000216","18/05/2017 4:20:00 PM"
"8549304","USNBT/BTC","Sell","0.00054516","0.04603343","0.000025","18/05/2017 2:29:00 PM"
"8546468","USNBT/BTC","Buy","0.00054674","0.05100943","0.000028","18/05/2017 1:33:00 PM"
"8546090","USNBT/BTC","Buy","0.00054667","0.05372951","0.000029","18/05/2017 1:25:00 PM"
"8545123","USNBT/BTC","Buy","0.00054592","0.15283175","0.000083","18/05/2017 1:06:00 PM"
"8534021","USNBT/BTC","Buy","0.00054175","0.06507548","0.000035","18/05/2017 9:31:00 AM"
"8531943","USNBT/BTC","Sell","0.00054461","0.04852621","0.000026","18/05/2017 8:56:00 AM"
"8528764","USNBT/BTC","Sell","0.00054274","0.06723903","0.000036","18/05/2017 8:01:00 AM"
"8528516","USNBT/BTC","Sell","0.00054460","0.21519352","0.000117","18/05/2017 7:56:00 AM"
"8528435","USNBT/BTC","Sell","0.00054513","25.00000000","0.013628","18/05/2017 7:55:00 AM"
"8516659","USNBT/BTC","Sell","0.00054409","56.00000000","0.030469","18/05/2017 4:30:00 AM"
"8515901","USNBT/BTC","Buy","0.00055162","0.06506527","0.000036","18/05/2017 4:17:00 AM"
"8515714","USNBT/BTC","Buy","0.00055030","0.26424825","0.000145","18/05/2017 4:14:00 AM"
"8511326","USNBT/BTC","Sell","0.00054531","0.06521290","0.000036","18/05/2017 3:05:00 AM"
"8511239","USNBT/BTC","Sell","0.00054531","0.17345394","0.000095","18/05/2017 3:04:00 AM"
"8510373","USNBT/BTC","Sell","0.00054602","0.21955445","0.000120","18/05/2017 2:50:00 AM"
"8510372","USNBT/BTC","Sell","0.00054748","0.06373990","0.000035","18/05/2017 2:50:00 AM"
"8507791","USNBT/BTC","Buy","0.00054747","0.27673138","0.000152","18/05/2017 2:06:00 AM"
"8505684","USNBT/BTC","Sell","0.00054868","0.49048070","0.000269","18/05/2017 1:32:00 AM"
"8503881","USNBT/BTC","Sell","0.00054945","0.45240589","0.000249","18/05/2017 1:05:00 AM"
"8503534","USNBT/BTC","Sell","0.00055155","0.19216206","0.000106","18/05/2017 1:00:00 AM"
"8499545","USNBT/BTC","Sell","0.00055355","0.16657670","0.000092","17/05/2017 11:55:00 PM"
"8497531","USNBT/BTC","Buy","0.00055396","0.21228090","0.000118","17/05/2017 11:20:00 PM"
"8495610","USNBT/BTC","Buy","0.00055668","0.27258533","0.000152","17/05/2017 10:50:00 PM"
"8495381","USNBT/BTC","Buy","0.00055493","0.21913790","0.000122","17/05/2017 10:46:00 PM"
"8494442","USNBT/BTC","Buy","0.00055824","0.04594401","0.000026","17/05/2017 10:30:00 PM"
"8494201","USNBT/BTC","Buy","0.00055426","0.24501814","0.000136","17/05/2017 10:25:00 PM"
"8485164","USNBT/BTC","Sell","0.00054862","0.04614141","0.000025","17/05/2017 8:00:00 PM"
"8484622","USNBT/BTC","Sell","0.00055214","1.00000000","0.000552","17/05/2017 7:52:00 PM"
"8476649","USNBT/BTC","Buy","0.00057446","0.24393310","0.000140","17/05/2017 5:58:00 PM"
"8473140","USNBT/BTC","Sell","0.00054514","0.30304586","0.000165","17/05/2017 5:05:00 PM"
"8473139","USNBT/BTC","Sell","0.00054518","0.08543862","0.000047","17/05/2017 5:05:00 PM"
"8471602","USNBT/BTC","Sell","0.00054239","0.30240759","0.000164","17/05/2017 4:41:00 PM"
"8471592","USNBT/BTC","Sell","0.00054291","0.20099522","0.000109","17/05/2017 4:41:00 PM"
"8471591","USNBT/BTC","Sell","0.00054514","0.17493183","0.000095","17/05/2017 4:41:00 PM"
"8468965","USNBT/BTC","Buy","0.00054780","0.06838696","0.000037","17/05/2017 4:05:00 PM"
"8467956","USNBT/BTC","Buy","0.00055305","0.11403741","0.000063","17/05/2017 3:46:00 PM"
"8464121","USNBT/BTC","Sell","0.00054491","0.05739629","0.000031","17/05/2017 2:34:00 PM"
"8463891","USNBT/BTC","Sell","0.00054586","0.05444281","0.000030","17/05/2017 2:30:00 PM"
"8455326","USNBT/BTC","Buy","0.00055246","0.23185268","0.000128","17/05/2017 11:57:00 AM"
"8455245","USNBT/BTC","Buy","0.00055138","0.06732457","0.000037","17/05/2017 11:55:00 AM"
"8453789","USNBT/BTC","Buy","0.00054747","0.17109046","0.000094","17/05/2017 11:31:00 AM"
"8452391","USNBT/BTC","Sell","0.00053861","0.31441958","0.000169","17/05/2017 11:07:00 AM"
"8452384","USNBT/BTC","Sell","0.00053861","0.20234386","0.000109","17/05/2017 11:07:00 AM"
"8451920","USNBT/BTC","Sell","0.00054904","0.19817152","0.000109","17/05/2017 11:00:00 AM"
"8451919","USNBT/BTC","Sell","0.00054904","0.29607206","0.000163","17/05/2017 11:00:00 AM"
"8449183","USNBT/BTC","Sell","0.00055123","0.07035744","0.000039","17/05/2017 10:25:00 AM"
"8449003","USNBT/BTC","Sell","0.00055123","0.32676256","0.000180","17/05/2017 10:23:00 AM"
"8448840","USNBT/BTC","Sell","0.00055338","0.09006145","0.000050","17/05/2017 10:20:00 AM"
"8447021","USNBT/BTC","Sell","0.00055853","0.23160606","0.000129","17/05/2017 9:46:00 AM"
"8441483","USNBT/BTC","Sell","0.00055498","0.08818694","0.000049","17/05/2017 8:12:00 AM"
"8438787","USNBT/BTC","Sell","0.00056386","0.30164876","0.000170","17/05/2017 7:30:00 AM"
"8438468","USNBT/BTC","Sell","0.00056480","0.07869618","0.000044","17/05/2017 7:25:00 AM"
"8438226","USNBT/BTC","Sell","0.00056819","0.25498939","0.000145","17/05/2017 7:22:00 AM"
"8437501","USNBT/BTC","Sell","0.00057340","0.20604416","0.000118","17/05/2017 7:11:00 AM"
"8434318","USNBT/BTC","Buy","0.00057872","0.29861542","0.000173","17/05/2017 6:20:00 AM"
"8432196","USNBT/BTC","Buy","0.00057322","0.07407388","0.000042","17/05/2017 5:40:00 AM"
"8430778","USNBT/BTC","Buy","0.00057167","0.23495324","0.000134","17/05/2017 5:13:00 AM"
"8429596","USNBT/BTC","Sell","0.00057324","0.40720027","0.000233","17/05/2017 4:53:00 AM"
"8429478","USNBT/BTC","Sell","0.00057324","0.18043212","0.000103","17/05/2017 4:50:00 AM"
"8429442","USNBT/BTC","Sell","0.00057025","0.08245983","0.000047","17/05/2017 4:50:00 AM"
"8428846","USNBT/BTC","Sell","0.00057537","0.52522805","0.000302","17/05/2017 4:40:00 AM"
"8428845","USNBT/BTC","Sell","0.00057537","0.10492332","0.000060","17/05/2017 4:40:00 AM"
"8424359","USNBT/BTC","Buy","0.00059284","0.50988176","0.000302","17/05/2017 2:55:00 AM"
"8424358","USNBT/BTC","Buy","0.00059082","0.09930805","0.000059","17/05/2017 2:55:00 AM"
"8423563","USNBT/BTC","Buy","0.00058854","0.35701548","0.000210","17/05/2017 2:39:00 AM"
"8422198","USNBT/BTC","Buy","0.00058521","12.00000000","0.007023","17/05/2017 2:12:00 AM"
"8416965","USNBT/BTC","Buy","0.00057826","0.06634535","0.000038","17/05/2017 12:31:00 AM"
"8416946","USNBT/BTC","Buy","0.00057826","0.20312296","0.000117","17/05/2017 12:31:00 AM"
"8416840","USNBT/BTC","Buy","0.00057826","0.98310000","0.000568","17/05/2017 12:29:00 AM"
"8407229","USNBT/BTC","Buy","0.00057338","0.15382977","0.000088","16/05/2017 9:40:00 PM"
"8393766","USNBT/BTC","Sell","0.00056217","0.24397075","0.000137","16/05/2017 5:14:00 PM"
"8393087","USNBT/BTC","Sell","0.00056901","0.05284016","0.000030","16/05/2017 5:00:00 PM"
"8391757","USNBT/BTC","Sell","0.00057172","0.18994810","0.000109","16/05/2017 4:30:00 PM"
"8385168","USNBT/BTC","Sell","0.00057650","0.05101643","0.000029","16/05/2017 2:01:00 PM"
"8380452","USNBT/BTC","Sell","0.00057628","0.14090692","0.000081","16/05/2017 12:00:00 PM"
"8374666","USNBT/BTC","Buy","0.00058325","0.18132555","0.000106","16/05/2017 9:21:00 AM"
"8373051","USNBT/BTC","Sell","0.00058373","0.17463245","0.000102","16/05/2017 8:41:00 AM"
"8371453","USNBT/BTC","Sell","0.00058371","0.16022034","0.000094","16/05/2017 8:05:00 AM"
"8364422","USNBT/BTC","Sell","0.00058244","0.06214175","0.000036","16/05/2017 6:00:00 AM"
"8364298","USNBT/BTC","Sell","0.00058244","0.29271099","0.000170","16/05/2017 5:58:00 AM"
"8362679","USNBT/BTC","Sell","0.00058872","0.30203015","0.000178","16/05/2017 5:30:00 AM"
"8361865","USNBT/BTC","Buy","0.00059199","0.20469281","0.000121","16/05/2017 5:16:00 AM"
"8360491","USNBT/BTC","Buy","0.00058756","0.34885710","0.000205","16/05/2017 4:51:00 AM"
"8360490","USNBT/BTC","Buy","0.00058756","0.04891572","0.000029","16/05/2017 4:51:00 AM"
"8358807","USNBT/BTC","Buy","0.00058757","0.04653896","0.000027","16/05/2017 4:21:00 AM"
"8358806","USNBT/BTC","Buy","0.00058757","0.33855380","0.000199","16/05/2017 4:21:00 AM"
"8357390","USNBT/BTC","Buy","0.00058824","0.14699426","0.000086","16/05/2017 3:57:00 AM"
"8356911","USNBT/BTC","Sell","0.00058901","20.00000000","0.011780","16/05/2017 3:49:00 AM"
"8350350","USNBT/BTC","Buy","0.00058187","0.18841637","0.000110","16/05/2017 1:56:00 AM"
"8344830","USNBT/BTC","Sell","0.00057213","0.26337888","0.000151","16/05/2017 12:15:00 AM"
"8339046","USNBT/BTC","Sell","0.00057621","23.81173336","0.013721","15/05/2017 10:35:00 PM"
"8331046","USNBT/BTC","Buy","0.00057826","0.35923143","0.000208","15/05/2017 8:21:00 PM"
"8330767","USNBT/BTC","Buy","0.00057764","1.00000000","0.000578","15/05/2017 8:17:00 PM"
"8327715","USNBT/BTC","Sell","0.00057542","0.29869816","0.000172","15/05/2017 7:31:00 PM"
"8325448","USNBT/BTC","Sell","0.00057541","0.29784871","0.000171","15/05/2017 6:55:00 PM"
"8317882","USNBT/BTC","Buy","0.00058365","0.23202035","0.000135","15/05/2017 4:56:00 PM"
"8316755","USNBT/BTC","Buy","0.00058017","0.07757844","0.000045","15/05/2017 4:39:00 PM"
"8316739","USNBT/BTC","Buy","0.00058017","0.19704881","0.000114","15/05/2017 4:39:00 PM"
"8315084","USNBT/BTC","Sell","0.00057963","1.00000000","0.000580","15/05/2017 4:14:00 PM"
"8308043","USNBT/BTC","Buy","0.00056899","0.23002037","0.000131","15/05/2017 2:41:00 PM"
"8306579","USNBT/BTC","Buy","0.00056942","0.24573576","0.000140","15/05/2017 2:20:00 PM"
"8303458","USNBT/BTC","Sell","0.00056826","0.22947325","0.000130","15/05/2017 1:33:00 PM"
"8302917","USNBT/BTC","Sell","0.00057039","0.26557595","0.000151","15/05/2017 1:25:00 PM"
"8297234","USNBT/BTC","Sell","0.00057057","0.05818618","0.000033","15/05/2017 11:35:00 AM"
"8297148","USNBT/BTC","Sell","0.00057057","0.14802122","0.000084","15/05/2017 11:32:00 AM"
"8296324","USNBT/BTC","Sell","0.00057469","0.08250251","0.000047","15/05/2017 11:13:00 AM"
"8296251","USNBT/BTC","Sell","0.00057828","0.39678871","0.000229","15/05/2017 11:10:00 AM"
"8295950","USNBT/BTC","Sell","0.00058102","9.82443498","0.005708","15/05/2017 11:04:00 AM"
"8295200","USNBT/BTC","Buy","0.00057870","0.40468333","0.000234","15/05/2017 10:48:00 AM"
"8295198","USNBT/BTC","Buy","0.00057870","0.08627739","0.000050","15/05/2017 10:48:00 AM"
"8294855","USNBT/BTC","Buy","0.00058031","0.34185573","0.000198","15/05/2017 10:41:00 AM"
"8294854","USNBT/BTC","Buy","0.00057804","0.40217104","0.000232","15/05/2017 10:41:00 AM"
"8294853","USNBT/BTC","Buy","0.00057804","0.08553966","0.000049","15/05/2017 10:41:00 AM"
"8294658","USNBT/BTC","Buy","0.00057731","0.34068874","0.000197","15/05/2017 10:36:00 AM"
"8283546","USNBT/BTC","Buy","0.00056650","0.20674379","0.000117","15/05/2017 6:15:00 AM"
"8283545","USNBT/BTC","Buy","0.00056528","0.06364234","0.000036","15/05/2017 6:15:00 AM"
"8282953","USNBT/BTC","Buy","0.00056732","0.08173724","0.000046","15/05/2017 6:00:00 AM"
"8282166","USNBT/BTC","Buy","0.00056425","0.21076197","0.000119","15/05/2017 5:40:00 AM"
"8282076","USNBT/BTC","Buy","0.00056206","0.08126672","0.000046","15/05/2017 5:38:00 AM"
"8281927","USNBT/BTC","Buy","0.00056178","0.29350955","0.000165","15/05/2017 5:33:00 AM"
"8278755","USNBT/BTC","Buy","0.00056027","0.04640700","0.000026","15/05/2017 4:15:00 AM"
"8265911","USNBT/BTC","Sell","0.00055518","0.05176472","0.000029","14/05/2017 10:12:00 PM"
"8263384","USNBT/BTC","Buy","0.00056287","0.04589197","0.000026","14/05/2017 9:17:00 PM"
"8225394","USNBT/BTC","Sell","0.00054917","0.04468849","0.000025","14/05/2017 9:22:00 AM"
"8223259","USNBT/BTC","Sell","0.00055225","0.15428936","0.000085","14/05/2017 8:47:00 AM"
"8220233","USNBT/BTC","Sell","0.00055387","0.30677820","0.000170","14/05/2017 7:51:00 AM"
"8219110","USNBT/BTC","Sell","0.00055419","0.28750673","0.000159","14/05/2017 7:30:00 AM"
"8214396","USNBT/BTC","Buy","0.00055351","0.36856957","0.000204","14/05/2017 5:56:00 AM"
"8210695","USNBT/BTC","Sell","0.00055353","0.50762490","0.000281","14/05/2017 4:43:00 AM"
"8208248","USNBT/BTC","Buy","0.00055314","0.66537672","0.000368","14/05/2017 3:52:00 AM"
"8208169","USNBT/BTC","Buy","0.00055285","0.70422874","0.000389","14/05/2017 3:50:00 AM"
"8203116","USNBT/BTC","Buy","0.00055297","0.17818200","0.000099","14/05/2017 2:23:00 AM"
"8201812","USNBT/BTC","Sell","0.00055207","0.08379677","0.000046","14/05/2017 1:59:00 AM"
"8201057","USNBT/BTC","Sell","0.00055428","0.08253094","0.000046","14/05/2017 1:46:00 AM"
"8199250","USNBT/BTC","Sell","0.00055626","1.59288150","0.000886","14/05/2017 1:11:00 AM"
"8199226","USNBT/BTC","Sell","0.00055626","0.25527341","0.000142","14/05/2017 1:10:00 AM"
"8199213","USNBT/BTC","Sell","0.00055777","0.24858137","0.000139","14/05/2017 1:10:00 AM"
"8199212","USNBT/BTC","Sell","0.00055777","1.56472573","0.000873","14/05/2017 1:10:00 AM"
"8199211","USNBT/BTC","Sell","0.00055778","0.85935497","0.000479","14/05/2017 1:10:00 AM"
"8190831","USNBT/BTC","Sell","0.00056440","236.53614104","0.133501","13/05/2017 10:38:00 PM"
"8176548","USNBT/BTC","Buy","0.00057351","1.00000000","0.000574","13/05/2017 6:18:00 PM"
"8168337","USNBT/BTC","Sell","0.00055579","0.34185573","0.000190","13/05/2017 4:01:00 PM"
"8163775","USNBT/BTC","Buy","0.00055982","399.95000000","0.223900","13/05/2017 2:33:00 PM"
"8159950","USNBT/BTC","Buy","0.00056842","223.00900000","0.126763","13/05/2017 1:22:00 PM"
"8149868","USNBT/BTC","Buy","0.00057756","20.00000000","0.011551","13/05/2017 10:34:00 AM"
"8123425","USNBT/BTC","Buy","0.00060298","0.31885822","0.000192","13/05/2017 3:13:00 AM"
"8122541","USNBT/BTC","Buy","0.00059593","0.26445305","0.000158","13/05/2017 2:51:00 AM"
"8121801","USNBT/BTC","Buy","0.00058582","0.16849754","0.000099","13/05/2017 2:33:00 AM"
"8121781","USNBT/BTC","Buy","0.00058582","0.05180575","0.000030","13/05/2017 2:33:00 AM"
"8116381","USNBT/BTC","Sell","0.00057803","0.13821253","0.000080","12/05/2017 11:46:00 PM"
"8116231","USNBT/BTC","Sell","0.00057911","0.04037292","0.000023","12/05/2017 11:41:00 PM"
"8111651","USNBT/BTC","Buy","0.00058508","0.06257235","0.000037","12/05/2017 9:17:00 PM"
"8111624","USNBT/BTC","Buy","0.00058508","0.21790697","0.000127","12/05/2017 9:16:00 PM"
"8111560","USNBT/BTC","Buy","0.00059032","0.18211600","0.000108","12/05/2017 9:14:00 PM"
"8110978","USNBT/BTC","Buy","0.00057827","0.27225710","0.000157","12/05/2017 8:55:00 PM"
"8110935","USNBT/BTC","Buy","0.00057827","0.06155212","0.000036","12/05/2017 8:54:00 PM"
"8110932","USNBT/BTC","Buy","0.00057827","0.22457603","0.000130","12/05/2017 8:54:00 PM"
"8100530","USNBT/BTC","Buy","0.00055906","0.17707802","0.000099","12/05/2017 4:05:00 PM"
"8098470","USNBT/BTC","Buy","0.00055298","0.04713122","0.000026","12/05/2017 3:10:00 PM"
"8098360","USNBT/BTC","Buy","0.00055551","0.22598688","0.000126","12/05/2017 3:08:00 PM"
"8097913","USNBT/BTC","Buy","0.00055445","0.06408557","0.000036","12/05/2017 2:55:00 PM"
"8097912","USNBT/BTC","Buy","0.00055445","0.29243290","0.000162","12/05/2017 2:55:00 PM"
"8093119","USNBT/BTC","Buy","0.00054954","0.28327570","0.000156","12/05/2017 12:41:00 PM"
"8091626","USNBT/BTC","Sell","0.00054741","0.18717267","0.000102","12/05/2017 11:59:00 AM"
"8091218","USNBT/BTC","Sell","0.00054739","0.05758594","0.000032","12/05/2017 11:45:00 AM"
"8091217","USNBT/BTC","Sell","0.00054739","0.24328372","0.000133","12/05/2017 11:45:00 AM"
"8091216","USNBT/BTC","Sell","0.00054836","0.24275782","0.000133","12/05/2017 11:45:00 AM"
"8088753","USNBT/BTC","Sell","0.00055079","1.81557399","0.001000","12/05/2017 10:31:00 AM"
"8083590","USNBT/BTC","Buy","0.00055189","0.04517333","0.000025","12/05/2017 8:21:00 AM"
"8082630","USNBT/BTC","Sell","0.00055190","0.29636614","0.000164","12/05/2017 7:56:00 AM"
"8082612","USNBT/BTC","Sell","0.00055190","0.05863662","0.000032","12/05/2017 7:56:00 AM"
"8082361","USNBT/BTC","Sell","0.00055357","0.05475044","0.000030","12/05/2017 7:50:00 AM"
"8080487","USNBT/BTC","Buy","0.00056163","0.18514287","0.000104","12/05/2017 7:10:00 AM"
"8078461","USNBT/BTC","Buy","0.00056428","0.04618532","0.000026","12/05/2017 6:26:00 AM"
"8077897","USNBT/BTC","Buy","0.00055760","0.25218728","0.000141","12/05/2017 6:13:00 AM"
"8077607","USNBT/BTC","Buy","0.00056110","0.23348801","0.000131","12/05/2017 6:07:00 AM"
"8077500","USNBT/BTC","Buy","0.00055680","1.00000000","0.000557","12/05/2017 6:05:00 AM"
"8077139","USNBT/BTC","Buy","0.00055366","83.00621767","0.045957","12/05/2017 5:57:00 AM"
"8076839","USNBT/BTC","Buy","0.00055366","0.05100940","0.000028","12/05/2017 5:53:00 AM"
"8072582","USNBT/BTC","Buy","0.00051539","273.54960571","0.140985","12/05/2017 4:41:00 AM"
"8049106","USNBT/BTC","Buy","0.00054700","12.61456483","0.006900","11/05/2017 10:10:00 PM"
"8048266","USNBT/BTC","Buy","0.00054656","0.04295099","0.000023","11/05/2017 9:58:00 PM"
"8032104","USNBT/BTC","Sell","0.00053622","0.27646985","0.000148","11/05/2017 5:43:00 PM"
"8010351","USNBT/BTC","Buy","0.00054437","0.16043418","0.000087","11/05/2017 12:42:00 PM"
"8009920","USNBT/BTC","Buy","0.00054621","0.28554747","0.000156","11/05/2017 12:36:00 PM"
"8003825","USNBT/BTC","Sell","0.00054078","369.83616258","0.200000","11/05/2017 11:21:00 AM"
"7996482","USNBT/BTC","Buy","0.00054223","0.24731161","0.000134","11/05/2017 9:24:00 AM"
"7996128","USNBT/BTC","Sell","0.00053640","0.16604492","0.000089","11/05/2017 9:17:00 AM"
"7995609","USNBT/BTC","Sell","0.00053780","0.33078333","0.000178","11/05/2017 9:08:00 AM"
"7995151","USNBT/BTC","Sell","0.00054057","0.36723497","0.000199","11/05/2017 9:00:00 AM"
"7995150","USNBT/BTC","Sell","0.00054057","0.04401855","0.000024","11/05/2017 9:00:00 AM"
"7993545","USNBT/BTC","Sell","0.00053977","0.16195949","0.000087","11/05/2017 8:29:00 AM"
"7992800","USNBT/BTC","Sell","0.00054743","0.04385005","0.000024","11/05/2017 8:15:00 AM"
"7992065","USNBT/BTC","Buy","0.00054618","0.60124034","0.000328","11/05/2017 8:04:00 AM"
"7990085","USNBT/BTC","Buy","0.00055600","0.20813485","0.000116","11/05/2017 7:29:00 AM"
"7990084","USNBT/BTC","Buy","0.00055600","0.16341229","0.000091","11/05/2017 7:29:00 AM"
"7987990","USNBT/BTC","Sell","0.00054785","0.24749670","0.000136","11/05/2017 6:55:00 AM"
"7984060","USNBT/BTC","Sell","0.00055663","0.04221000","0.000023","11/05/2017 5:46:00 AM"
"7981875","USNBT/BTC","Sell","0.00055465","0.18637608","0.000103","11/05/2017 5:02:00 AM"
"7981804","USNBT/BTC","Sell","0.00055688","0.33111587","0.000184","11/05/2017 5:01:00 AM"
"7981803","USNBT/BTC","Sell","0.00055688","0.30170125","0.000168","11/05/2017 5:01:00 AM"
"7979217","USNBT/BTC","Buy","0.00056937","0.07865061","0.000045","11/05/2017 3:58:00 AM"
"7976976","USNBT/BTC","Sell","0.00056655","0.07932244","0.000045","11/05/2017 2:42:00 AM"
"7976945","USNBT/BTC","Sell","0.00056752","0.08077687","0.000046","11/05/2017 2:40:00 AM"
"7975676","USNBT/BTC","Buy","0.00056727","0.08334971","0.000047","11/05/2017 1:56:00 AM"
"7975265","USNBT/BTC","Buy","0.00056606","0.19317460","0.000109","11/05/2017 1:46:00 AM"
"7975223","USNBT/BTC","Buy","0.00056554","0.08349574","0.000047","11/05/2017 1:45:00 AM"
"7970760","USNBT/BTC","Buy","0.00056561","0.36504483","0.000206","10/05/2017 11:50:00 PM"
"7970527","USNBT/BTC","Sell","0.00056516","0.05388946","0.000030","10/05/2017 11:45:00 PM"
"7968978","USNBT/BTC","Sell","0.00056463","0.49552394","0.000280","10/05/2017 11:12:00 PM"
"7968707","USNBT/BTC","Sell","0.00056741","0.08121625","0.000046","10/05/2017 11:07:00 PM"
"7968647","USNBT/BTC","Sell","0.00056823","0.48893639","0.000278","10/05/2017 11:05:00 PM"
"7968646","USNBT/BTC","Sell","0.00056823","0.08299962","0.000047","10/05/2017 11:05:00 PM"
"7956033","USNBT/BTC","Buy","0.00056711","0.46540140","0.000264","10/05/2017 6:58:00 PM"
"7955705","USNBT/BTC","Buy","0.00056648","0.39528706","0.000224","10/05/2017 6:51:00 PM"
"7955704","USNBT/BTC","Buy","0.00056647","0.19674306","0.000111","10/05/2017 6:51:00 PM"
"7955703","USNBT/BTC","Buy","0.00056647","0.08829425","0.000050","10/05/2017 6:51:00 PM"
"7946367","USNBT/BTC","Sell","0.00056865","0.20000000","0.000114","10/05/2017 3:46:00 PM"
"7946355","USNBT/BTC","Sell","0.00056865","1.00000000","0.000569","10/05/2017 3:46:00 PM"
"7930070","USNBT/BTC","Sell","0.00057931","0.41753858","0.000242","10/05/2017 10:05:00 AM"
"7929632","USNBT/BTC","Sell","0.00057931","0.75584902","0.000438","10/05/2017 9:55:00 AM"
"7929445","USNBT/BTC","Sell","0.00057931","0.15786519","0.000091","10/05/2017 9:51:00 AM"
"7929200","USNBT/BTC","Sell","0.00057980","0.42351683","0.000246","10/05/2017 9:45:00 AM"
"7929199","USNBT/BTC","Sell","0.00057980","0.74733837","0.000433","10/05/2017 9:45:00 AM"
"7929198","USNBT/BTC","Sell","0.00057980","0.15405798","0.000089","10/05/2017 9:45:00 AM"
"7918651","USNBT/BTC","Buy","0.00057875","0.04945366","0.000029","10/05/2017 5:49:00 AM"
"7918361","USNBT/BTC","Buy","0.00057875","0.13725632","0.000079","10/05/2017 5:42:00 AM"
"7915980","USNBT/BTC","Buy","0.00057299","16.30834628","0.009345","10/05/2017 5:01:00 AM"
"7896882","USNBT/BTC","Buy","0.00057975","0.46114011","0.000267","9/05/2017 10:58:00 PM"
"7896828","USNBT/BTC","Buy","0.00057975","0.49211756","0.000285","9/05/2017 10:58:00 PM"
"7895806","USNBT/BTC","Buy","0.00057115","0.17794523","0.000102","9/05/2017 10:41:00 PM"
"7892513","USNBT/BTC","Buy","0.00055228","0.19694213","0.000109","9/05/2017 9:55:00 PM"
"7891921","USNBT/BTC","Buy","0.00055072","0.21875722","0.000120","9/05/2017 9:46:00 PM"
"7891920","USNBT/BTC","Buy","0.00055072","0.13985474","0.000077","9/05/2017 9:46:00 PM"
"7889057","USNBT/BTC","Sell","0.00055073","0.24918534","0.000137","9/05/2017 8:57:00 PM"
